subject,birthdate,deathdate,age_at_death,species,sex,social_environment,housing,diet
Wi-Mr-973,1994-10-03,2001-06-01,6.66,Common marmoset,Female,Mixed,Inside,Chow
Wi-Mr-974,1994-12-01,,,Common marmoset,Male,Mixed,Inside,Chow
Wi-Mr-975,1994-11-02,2002-04-15,7.45,Common marmoset,Female,Mixed,Inside,Chow
Wi-Mr-976,1994-11-02,2001-06-01,6.58,Common marmoset,Female,Mixed,Inside,Chow
Wi-Mr-979,1995-03-11,,,Common marmoset,Male,Mixed,Inside,Chow
Wi-Mr-981,1995-04-04,,,Common marmoset,Male,Mixed,Inside,Chow
Wi-Mr-985,1996-01-06,2001-06-01,5.40,Common marmoset,Female,Mixed,Inside,Chow
Wi-Mr-986,1996-03-24,2008-06-30,12.27,Common marmoset,Male,Mixed,Inside,Chow
Wi-Mr-987,1996-03-24,,,Common marmoset,Male,Mixed,Inside,Chow
Wi-Mr-988,1997-01-09,2001-05-18,4.36,Common marmoset,Female,Mixed,Inside,Chow
Wi-Mr-990,1997-03-13,2001-03-15,4.01,Common marmoset,Male,Mixed,Inside,Chow
Wi-Mr-993,1997-05-20,2002-04-15,4.90,Common marmoset,Female,Mixed,Inside,Chow
Wi-Mr-994,1997-05-21,2005-02-14,7.73,Common marmoset,Male,Mixed,Inside,Chow
Wi-Mr-997,1997-07-08,2008-05-12,10.84,Common marmoset,Male,Mixed,Inside,Chow
Wi-Rh-1,1991-06-08,2004-11-26,13.47,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-10,1965-07-08,1997-01-20,31.53,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-101,1980-12-19,1992-09-29,11.78,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-102,1980-12-27,2008-02-21,27.15,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-103,1981-02-03,2007-03-14,26.11,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-104,1981-02-11,2016-03-23,35.12,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-106,1981-03-18,2007-02-13,25.90,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-107,1981-03-20,2006-07-16,25.32,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-108,1981-03-22,2002-07-15,21.32,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-109,1981-03-27,2011-04-14,30.05,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-11,1967-02-22,2002-06-12,35.30,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-110,1981-03-30,2003-05-20,22.14,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-111,1981-03-30,2007-09-25,26.49,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-112,1981-04-20,2007-01-22,25.76,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-113,1981-04-20,2008-10-14,27.48,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-114,1981-04-29,2019-12-18,38.64,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-115,1981-05-18,2012-08-29,31.28,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-116,1981-05-18,2012-06-01,31.04,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-117,1981-05-17,2009-09-11,28.32,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-118,1981-05-30,2011-02-04,29.68,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-119,1981-06-10,1991-06-18,10.02,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-12,1970-02-27,,,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-120,1981-06-18,2016-04-13,34.82,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-121,1981-07-02,2014-05-06,32.84,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-122,1981-07-08,2004-10-21,23.29,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-123,1981-07-15,1996-03-30,14.71,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-125,1981-09-05,2007-08-06,25.92,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-126,1981-09-21,2001-09-13,19.98,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-127,1981-09-28,2018-04-24,36.57,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-128,1981-10-03,2005-02-10,23.35,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-129,1982-03-07,2012-02-20,29.95,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-13,1972-03-04,,,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-130,1982-05-13,2008-09-25,26.37,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-131,1982-05-25,2004-10-26,22.42,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-132,1983-04-30,2012-07-10,29.19,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-133,1983-06-22,2008-06-03,24.95,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-134,1983-06-25,2009-02-20,25.65,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-135,1983-07-19,2008-10-05,25.21,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-136,1983-08-24,2012-11-16,29.23,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-137,1984-05-21,2011-01-28,26.69,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-138,1984-06-10,2017-01-30,32.64,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-139,1984-06-17,2018-06-29,34.03,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-14,1971-11-06,1998-07-12,26.68,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-140,1984-08-20,2002-10-18,18.16,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-141,1985-03-20,2008-01-17,22.83,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-142,1985-04-05,2009-02-12,23.85,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-143,1985-04-08,2020-08-11,35.34,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-145,1985-05-15,2014-03-06,28.81,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-147,1985-06-07,2018-09-07,33.25,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-148,1985-06-18,1999-04-02,13.79,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-15,1970-04-11,1998-11-06,28.57,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-151,1986-06-10,2014-05-05,27.90,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-152,1986-06-12,2015-02-27,28.71,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-153,1986-06-14,2009-05-04,22.89,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-154,1986-07-30,2018-04-08,31.69,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-155,1987-07-04,2002-10-06,15.26,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-156,1987-07-24,2021-01-27,33.51,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-157,1987-07-26,2018-08-31,31.10,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-158,1988-06-18,2014-03-21,25.76,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-159,1988-06-18,2015-11-24,27.43,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-16,1975-02-20,1998-11-01,23.69,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-160,1988-07-30,2013-01-22,24.48,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-161,1988-08-25,2017-07-07,28.87,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-162,1989-05-04,2001-07-18,12.21,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-17,1975-02-20,1999-03-17,24.07,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-173,1983-09-07,2006-10-11,23.09,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-18,1975-02-20,1998-04-24,23.18,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-19,1975-02-20,1999-11-30,24.78,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-2,1993-10-03,2008-10-02,15.00,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-21,1977-04-14,2003-06-20,26.18,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-214,2000-12-15,2009-02-26,8.20,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-215,2001-11-05,2010-03-17,8.37,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-216,1989-12-11,2014-04-24,24.37,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-217,1991-12-10,2009-09-16,17.77,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-218,1992-06-10,2015-08-06,23.15,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-219,1995-09-25,2017-09-23,21.99,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-22,1966-05-13,1997-01-17,30.68,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-220,1996-03-17,2011-02-23,14.93,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-221,1996-03-24,2016-02-12,19.89,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-222,1997-08-26,2025-01-27,27.42,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-223,1997-08-30,2007-05-11,9.70,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-224,1998-06-08,2016-10-06,18.33,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-225,1998-12-21,2018-08-30,19.69,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-226,1999-06-07,2011-02-21,11.71,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-227,1997-05-17,2012-10-10,15.40,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-23,1966-08-04,1997-09-05,31.09,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-230,1993-01-01,2008-03-24,15.23,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-231,1992-01-01,2016-07-28,24.57,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-232,1991-01-01,2009-09-25,18.73,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-233,1981-03-19,2007-03-29,26.03,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-234,1974-08-09,2008-03-18,33.61,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-237,2002-05-30,2011-09-26,9.32,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-238,2003-05-16,2011-09-28,8.37,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-239,2003-06-06,2009-06-17,6.03,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-24,1975-09-29,2000-02-29,24.42,Rhesus Indian-derived macaque,Female,Unknown,Inside,Chow
Wi-Rh-259,2001-10-14,2013-08-15,11.84,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-26,1975-10-26,2008-09-14,32.89,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-261,2002-01-03,2021-06-22,19.47,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-262,2002-01-06,2011-02-11,9.10,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-263,2002-01-23,2019-07-02,17.44,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-264,2002-02-05,2010-04-06,8.17,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-265,2002-04-22,2011-05-26,9.09,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-267,2002-05-26,2012-01-25,9.67,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-268,2002-06-08,2018-03-16,15.77,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-269,2002-07-17,2011-06-16,8.92,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-27,1975-12-26,2001-09-26,25.75,Rhesus Indian-derived macaque,Female,Unknown,Inside,Chow
Wi-Rh-270,2002-07-20,2012-06-27,9.94,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-271,2002-08-16,2011-09-21,9.10,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-275,2002-09-19,2011-10-18,9.08,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-278,2002-11-13,2010-04-06,7.40,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-281,2002-12-31,2016-12-19,13.97,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-282,2003-01-13,2010-04-19,7.27,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-284,2003-02-06,2014-06-10,11.34,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-286,2003-03-28,2012-11-14,9.63,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-288,2003-05-09,2011-10-28,8.47,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-289,2003-05-10,2009-06-05,6.07,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-29,1976-02-12,2000-08-21,24.52,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-294,2003-06-05,2018-03-29,14.82,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-295,2003-06-16,2014-06-03,10.96,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-298,2003-07-06,2013-03-09,9.67,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-3,1980-10-16,2000-02-21,19.35,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-30,1976-02-12,1998-01-19,21.94,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-304,2003-09-14,2012-02-24,8.44,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-31,1976-03-15,2004-02-24,27.94,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-315,2004-02-22,2012-04-13,8.14,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-32,1976-03-19,1994-03-31,18.03,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-33,1976-03-20,1997-07-24,21.34,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-34,1976-03-28,1996-01-29,19.84,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-35,1976-04-11,2003-12-09,27.66,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-36,1976-08-01,2006-03-10,29.61,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-37,1977-04-18,2003-05-15,26.07,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-378,1990-11-25,2009-09-08,18.79,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-38,1977-07-01,1998-04-06,20.76,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-380,1992-02-15,2012-04-13,20.16,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-384,1996-12-18,2014-06-10,17.48,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-388,1999-02-24,2011-06-20,12.32,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-39,1977-11-03,1998-11-16,21.04,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-390,1999-06-03,2013-08-29,14.24,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-391,1999-09-22,2010-09-28,11.02,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-392,1989-04-03,2008-10-28,19.57,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-393,1989-05-28,2015-08-28,26.25,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-397,1994-06-01,2012-02-02,17.67,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-398,1995-03-28,2010-12-16,15.72,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-399,1996-04-13,2012-09-26,16.45,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-4,1983-05-20,,,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-40,1977-11-09,2004-02-25,26.29,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-401,1985-05-04,2011-08-08,26.26,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-41,1977-12-19,2001-10-26,23.85,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-411,2001-03-26,2011-02-15,9.89,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-415,2002-01-07,2010-04-20,8.29,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-416,2002-03-23,,,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-417,2002-09-18,2010-04-28,7.61,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-418,2002-09-20,2011-06-16,8.74,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-43,1984-07-05,1999-09-08,15.17,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-44,1965-09-30,1998-03-20,32.47,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-45,1968-04-10,2003-02-12,34.84,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-451,2001-08-21,2009-09-19,8.08,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-456,2002-09-21,2010-09-17,7.99,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-457,2003-01-21,2013-11-14,10.82,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-458,2003-02-10,2011-02-14,8.01,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-459,2003-02-14,2011-02-21,8.02,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-46,1968-04-20,2000-05-16,32.07,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-461,2003-04-08,2011-12-12,8.68,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-462,2003-04-17,2014-05-16,11.08,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-48,1970-07-25,1999-08-19,29.07,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-49,1970-07-31,2002-07-03,31.92,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-5,1984-06-01,1999-12-16,15.54,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-50,1971-04-28,2000-05-11,29.04,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-51,1971-07-14,2000-12-20,29.43,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-52,1971-10-14,2006-11-14,35.08,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-527,1998-04-16,2009-01-22,10.77,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-529,1999-03-19,2010-03-16,10.99,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-53,1971-10-20,2006-01-05,34.21,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-532,1999-09-21,2018-12-31,19.28,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-534,1999-12-26,2011-09-02,11.69,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-54,1971-11-22,2002-03-19,30.32,Rhesus Indian-derived macaque,Female,Social,Inside,Chow
Wi-Rh-55,1972-01-11,1999-11-12,27.84,Rhesus Indian-derived macaque,Female,Social,Inside,Chow
Wi-Rh-56,1972-03-28,2006-05-19,34.14,Rhesus Indian-derived macaque,Female,Social,Inside,Chow
Wi-Rh-564,2002-02-05,2009-04-23,7.22,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-568,2000-11-06,2012-10-18,11.95,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-57,1972-03-28,2000-11-01,28.59,Rhesus Indian-derived macaque,Male,Social,Inside,Chow
Wi-Rh-58,1972-06-01,2001-08-23,29.23,Rhesus Indian-derived macaque,Female,Social,Inside,Chow
Wi-Rh-59,1972-06-14,1999-12-13,27.50,Rhesus Indian-derived macaque,Female,Social,Inside,Chow
Wi-Rh-6,1985-06-06,2005-12-13,20.52,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-60,1972-06-19,2000-09-14,28.24,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-61,1972-07-29,2001-12-20,29.39,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-62,1972-08-04,2002-07-01,29.91,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-620,2003-06-08,2013-03-07,9.75,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-626,2003-07-03,2016-02-16,12.62,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-63,1972-08-29,2001-02-22,28.48,Rhesus Indian-derived macaque,Male,Social,Inside,Chow
Wi-Rh-630,2003-08-23,2020-09-21,17.08,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-64,1973-05-14,,,Rhesus Indian-derived macaque,Male,Social,Inside,Chow
Wi-Rh-65,1973-05-15,2001-03-27,27.87,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-66,1973-06-04,2004-06-17,31.04,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-67,1973-06-15,1998-08-16,25.17,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-68,1973-07-21,2004-11-03,31.29,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-69,1973-09-29,2004-10-21,31.06,Rhesus Indian-derived macaque,Female,Social,Inside,Chow
Wi-Rh-7,1986-05-22,,,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-70,1974-03-16,2001-05-01,27.13,Rhesus Indian-derived macaque,Female,Social,Inside,Chow
Wi-Rh-71,1974-04-19,2000-03-23,25.93,Rhesus Indian-derived macaque,Female,Social,Inside,Chow
Wi-Rh-72,1974-05-17,1999-09-27,25.36,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-73,1974-07-04,1998-03-13,23.69,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-74,1974-07-05,1999-05-06,24.84,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-75,1974-08-01,1999-02-08,24.52,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-76,1974-08-08,1999-03-01,24.57,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-77,1974-08-09,2008-03-18,33.61,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-78,1974-08-26,2002-07-08,27.87,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-79,1974-08-30,2006-10-12,32.12,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-8,1963-10-07,2004-03-21,40.46,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-80,1974-09-06,2001-08-31,26.99,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-81,1975-01-13,2001-12-20,26.94,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-813,1998-04-16,2023-08-14,25.33,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-817,1998-01-01,2022-07-22,24.56,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-818,1998-01-01,2023-11-27,25.90,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-82,1975-03-25,2004-05-18,29.15,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-822,2000-01-01,2022-01-27,22.07,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-84,1978-01-04,2008-02-20,30.13,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-842,1997-07-14,2024-08-06,27.06,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-85,1978-12-28,,,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-86,1979-02-11,2000-09-11,21.58,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-88,1979-07-16,2004-07-12,24.99,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-89,1979-08-26,2003-05-29,23.76,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-9,1960-09-17,2001-03-27,40.53,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-90,1979-09-17,2001-04-25,21.61,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-91,1980-03-23,2002-11-20,22.66,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-92,1980-03-31,2003-12-02,23.67,Rhesus Indian-derived macaque,Female,Mixed,Inside,Chow
Wi-Rh-93,1980-04-12,2005-08-12,25.33,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
